SERIAL_NR,ID,TITLE,PAGE,SENDER_RAW,ADDRESSEE_RAW,SIGN-OFF,PLACE_OF_WRITING,DATELINE,FOOTNOTE,TEXT,EXCHANGE_RATE,CHAPTER,LANGUAGE,YEAR,DATE_OF_WRITING,DATE_OF_ARRIVAL,DATE_OF_REPLY,SALUTATION,N_WORDS,POSTSCRIPT,BILL
m-d_319,319,BENJAMIN BEUZELIN & SON to JD,437,BENJAMIN BEUZELIN & SON,JD,,ROUEN,ROUEN 17 NOVEMBER 1676,,"‘Nous recepvons prezantemant vostre lettre du 2/12 de ce mois; en responce le navire de
Francois Sely est Dieu mercy bien arrivé et avons fait decharger les 20 balles de poivre de
votre envoy, que nous ferons garbeller au premier jour et en procurerons la vanthe sans
aulcune perte de temps. Elle n’est pas trop eschauffee a cauze du nombre qui en vient. Puis que
nous y avons y intherest vous pouvez croire que nous negligerons rien. L’on n’a encore
aulcune nouvelle de la navire quia les 20 balles restante. Par le calcul que nous fezons il n’y a
rien a faire sur les dittes poivres; c’est une marchandise ingratte. Nous aurons soing aussy des
100 torches de fil de latton que vous nous avez addressees pour votre compte particullier. Le
vaisseau ne peult tarder car le vent a esté bon despuis 4 jours.

Nous avons cognoissance particulliere des Srs. Van Ceulen & Uppendorf et avons esté en
traitte de leurs affaires, mais nous n’avons peu tomber d’accord des condittions qui nous
sembloyent trop dures. C’est M. Legendre et Henry Amsincq qui les feront, ayant esté plus
hardis que nous. Nous n’en avons point de jallouzie—Dieu benie les ungs et les autres. Voilla
tout ce que nous en dirons. On nous a escrit de Jacob Reenstierna, beau-frere de Abraham
Cronstrom, comme d’un homme tres mal en ses affaires. Nous avons heu sy peu de
satisfaction de la pluspart de correspondants de Suede, que nous nous en sommes tires. Il nous
y en pourtant d’heub encore des parties que l’on a paine a recouvrir et voudrions y avoir
perdu pour n’y plus songer.

Il est arrivé ung petit navire d’Hambourgh quia 400 soo torches de fil de latton. Avecq ce
que Mr Midfort pretend envoyer icy, et ce qui s’en attend adroitture qui est environs 1.000
torches, nous craignons que le prix ne vienne a mollir. Nous vous donnerons advis de ce qui se
passera. Vous savez que l’on a optenu la main levee d’un autre vaisseau d’Hambourg mene a
Donquerque qui debvoit icy. Il a encore autour de 1.000 torches, ainsy cette marchandize ne
nous manquera pas.

Nous n’avons rien a vous dire au regard de bois de Campesche, le pouvant avoir a 10s
sterling le thonneau nous vous confirmons nos ordre. Sy vous n’y voullez point intherest,
acheptez en pour nous 40 thonneaux, Dieu vous emmene les vaisseaux que vous attendez de la
Jamaicque.

Nous sommes bien aise que vous ayez receu les 2 demi-ponsons de vin, et plus encore qu’ils
soyent a vostre goust. Il est trop tart pour le vin blanc, car la foire est passe; nous y advizerons
pour la prochaine, ce qu’attendant nous vous baizons les maines et vous prions de voulloir
faire l’acceptation de les 8 lettres de change, nous les renvoyer par vos premieres. S'il y
mancque a quelques une vous observeres le necessaire et nous tiendrez pour a faire accepter.
Je vous prie nous dire le prix du resin de Malgues.’","Amsterdam: 100 3/4g.
Anvers: 99 3/4g.
Londre: 55 1/4d.",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,FRENCH,1676,17 NOVEMBER 1676,13 Nov. 1676,13 Nov. 1676,,499,,"W. 700 a 56 1/4 en lettre Reau et Dupuy sur Michel Chesham.
W. 800 a 56 1/4 en lettre desdites sur Thomas Ball.
W. 726 a 56 1/4 en lettre desdites sur Joseph Seward.
W. 600 a 56 en lettre Lostau sur Samuel Swinock.
W. 1,500 a 56 en lettre Reau et Dupuiy sur Thomas Dade.
W. 400 a 56 en lettre Lostau sur Joseph et Leon Dulivier.
W. 1,000 a 56 en lettre Thomas Arundel sur James Brace.
W. 800 a 56 en lettre Thomas Lewis sur Henry Strode.
W. 6,526"
m-d_320,320,S. DE GEER to JD,438,S. DE GEER,JD,"Wherewith I remain, &c.",AMSTERDAM,AMSTERDAM 27 NOVEMBER 1676,"1 Steven de Geer’s elder brother (1624-92), ninth child and third son of Louis de Geer and heir to the Lévsta
works.
2 Jean Lacam, of Bordeaux.
3 In the tradition of his father, patron of Comenius, Steven de Geer seems to have financed young scholars on
visits to Oxford. Nigrinus had drawn £40 on David by 12 October 1676.","My last letter was on the [blank]. Since then I have received yours of the 10th instant.

Our people in Sweden have no need to sell our iron without orders. What came last year
was due to a misunderstanding, as I explained to you.

As for the 1.500 slb, it is neither “O’ nor “G’ iron. My brother Emanuel, who also has
works in Sweden, always sells his iron in Stockholm. It may well be that your friend has
bought some of that iron, but I believe he will have paid dearly enough for it. It is an iron
which always come here as a rule. It is also an Orgronts iron, but he will first have to make
people familiar with it. The smiths always mark it ‘L' and there is none in England.
Everything that was made last year came wholly here, and next year’s production has not yet
been sold. He is accustumed to sell all his iron to one man in one place, and this year nephew
Trip has had it. He makes about 6.000 to 7.000 slb per annum, so this 1.500 slb must be old
stuff. If the purchaser is wise he will have that iron sent here. It would yield him more than the
19s [per cwt.] in London for it is familiar here.

About the time that the ships were coming out of the Sound they passed the Nachtegael
which had been forced by contrary winds to run into Norway. Since Mr Lacam? cannot
achieve anything about chartering a ship we shall have to let it lic. It would not have been a
bad voyage, arriving before the winter, but in the spring it would not be advisable for there
will be quite enough provided from here.

I trust the price of wine will change considerably for it is low here but rising, and is doing
so in Sweden, so I believe the English will not be fetching so much in the coming year. Those
who were there with salt ships this year will lose their appetites for going again, and because
Dutch ships now have free passage there will be no English ships which can sail there at that
price. One can freight from here to St Ubes to Stockholm and back again for less than f-52 per
last of 18 tuns, if delivery is at Stockholm. I would judge that freight-rates at Stockholm will
be low next summer and one can already reasonably foresee that the price of salt will not be
very high.

About this commodity, I have been speculating that because it is forbidden in Portugal to
come to St Ubes in ballast there are few ships here which want to go there, and if that remains
the case while winter comes on I might find that not many ships have been chartered to go
there, and then it might be worthwhile chartering one or two English ships, if they can be got
for less than £6 sterling, in view of the fact that with few English ships coming to Stockholm
freight rates at London may be quite cheap. I shall thus be glad to learn from you at what
price one should be able to obtain them. If one could succeed in getting them for £5 it would
be tolerable, even allowing for the fact that because of the high rate of exchange the money
would be worth more and amount to at least f.57. But the return freight would be paid for in
heavy money and another advantage to set against it is that, with the English sailing without
convoy, they should be able to get to Stockholm rather carlier if the Dutch ships are not
called for in time.

I am not at all of the opinion that the English will want to go to St Ubes at that price, but
they might be willing to when the winter is nearly over, and to take away their fear of lying
waiting a long time we could stipulate two months for the total loading time at St Ubes and
Stockholm. If the ship going to St Ubes is clear to load up we must write to my
correspondent, N. Simons, who can ensure that he is loaded within 14 days.

The freight-rate between here and St Ubes is less than f.28. I shall now wait to hear from
you at approximately what price it can be expected to be [in England] for my guidance in
case the St Ubes flect has departed from here.

If you have any inclination to have a Dutch ship fetch a load of salt and go to Stockholm,
please let me know. I am thinking of chartering one for myself. Please be quick. I shall leave it
to you to inform me; otherwise I shall keep it to myself for time does not allow one to wait
for an answer.

The answer about the premium on the Coninck David will have to be awaited at leisure,
but please tell them to hurry up the business. I do not think that I ought to bear the interest
whilst the consignment is not credited to me. It is due to you, but it must be found from that
item for I have already paid for it here and so far I have had nothing out of it but trouble. I
long to know what the item will yield.

If the business of Townley is not settled yet, please let me know. I shall then write to Mr T.
so that he can persuade those good people to make an end of it.

My correspondent at Lisbon is Nicholas Simons, consul of His Majesty [the King] of
Sweden. I am sure it will be more advantageous for him to draw bills on us here than on
London, though I do not know what the exchange rate on London is. You should be able to
calculate what the rate was on drafts in the spring. For the English salt ships the exchange on
us here was at 61g [per cruzado].

The insurance rate here on Stockholm is 10 per cent. Our ships, which are due to come
from Stockholm, are taking rather longer than I had expected so I am running a little short.
Thus I trust you will permit me to draw £500 —£600 on you against drafts falling due. If the
effects of mine which you have do not cover it when it falls due I shall make it up some other
way.

Please let Negrinus(3) have another £20 and help him sort things out so that he can be
certain of getting his papers over before the spring.

The letters from Denmark have arrived but bring no further news with them. The
Swedish army draws further offand those at Hamburg write for certain that Malmo has been
relieved and that the Danes are afraid that Sweden might well enter Bleking and besiege

Carelstadt.
Wherewith I remain, &c.

[P.S.I I have today revoked a bill of exchange for £100 from Exeter so it must not be
accepted. I beg you to guarantee that amount and send the bill and the protest to Isaac van
Hoegarden at Limerick so he can put things in order. Ifacceptance is lacking the holder of the
bill will speak to you.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,27 NOVEMBER 1676,24 Nov. 1676,27 Nov. 1676,,1223,"[P.S.I I have today revoked a bill of exchange for £100 from Exeter so it must not be
accepted. I beg you to guarantee that amount and send the bill and the protest to Isaac van
Hoegarden at Limerick so he can put things in order. Ifacceptance is lacking the holder of the
bill will speak to you.",
m-d_321,321,G. RICHARDS to JD,440,G. RICHARDS,JD,"I am obliged to you for your good opinion and you may beleeve that the Spanish ayr is not of that
ill consequence but that you will always find mee with all diligence and punctuality as l am,
your most assured servant, &c.",BILBAO,BILBAO 27 NOVEMBER 1676,"1 Captain Luke Roach, of the Biscay Merchant, carrying 500 pesos invoiced as ‘rusty iron’ bars (referred to in
(3x7]).
2 In this instance Richards really means iron, as opposed to silver “hard lemmons’.","‘Estemed Sir, I have now before mee yours of the 13 past, noting the receipt of the account of
the bays and that you had past it accordingly, which is well, but you make no mencon of the
500 barrs remitted you by Roch! who was some times before the date of yours there arrived.
I trust your next will doe it, I am glad you find that profitt by the bays which I calculated, and
shall indeavour by the returns to add theretoe. That comodity continues about the same pryse
and if it falls in London as I believe it will it may be brought against the spring to advantage. I
know iron(2) is not so good for returns as hard lemmons, unlesse it can be taken in truck to
advance the pryse of the comditye given for it when it is worth more in the west of England
than in London. Woalls for some goods (as barre tinne from the west country at £3 10s per
cwt. abord) may be taken to advantage, also pepper, bays and sempiterns, good and cheap,
will buy the best woolls. For wax I referre you to my last advyse, whereby you will be
incouraged to send some. What you are concerned with Sir John Lethiellier he hath advysed
mee in the same conformity with you and I hope speedily to send you account of the 11 bales
of callicoes which may render reasonable well. For wheat I have given you my opinion. Its
here worth about 4s per English bushell and under I doe not thinck it will be these 8 months
but I am informed its in some partes of England at 2s and 24s per bushell. The properest sort
for this market is the large, white grayne—from Bristoll are propper here tannd hyds, shot
and stockings worsted. Tanned hyds at 5 to 53d per lb. aboard, shott and stockings are there
cheap where of my friend and Sir John’s, Mr David Dorvile, thence hath sent mee a quantitie.
From Ireland tanned hyds of 16 to 18 lb. each at 4 to 5d per lb.; under leather which are
cheapest in Corke and Drogeda, salmon from Londonderry, Belfast and Colraine when at
£13 to £14 per cwt. Last yeare Sir John lost mony by it; this yeare I believe it will sell for
more here, litle arriving as yet; and from Hambourough blew paper Slesias, wax, lattine
plates, Sloyers or Slesia lawns fine, (and Russia hyds which are here worth 2 3/4 R. pta.); from London most manufacturys. In any thing I can serve you I shall esteeme it a happinesse. I am
obliged to you for your good opinion and you may beleeve that the Spanish ayr is not of that
ill consequence but that you will always find mee with all diligence and punctuality as l am,
your most assured servant, &c.

[P.S.] Sempiternas must be from Colchester:
If you ingage in corne in a yessell freighted out and home let her be for England, Holland or
Rouen whither some freight or other may offer.’",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,27 NOVEMBER 1676,28 Nov.,18 Dec. 1676,,516,"[P.S.] Sempiternas must be from Colchester:
If you ingage in corne in a yessell freighted out and home let her be for England, Holland or
Rouen whither some freight or other may offer.’","3 blacks
2 blews
2 scharlets
I green
3 hayre coullour
1 violets
12 pieces in a bale neatly pressed with a guclt seale to each piece—and 24 yards on the other
scale of 48s per piece aboard. Others send mee good waxe."
m-d_322,322,SAMUEL LANNOY to JD,441,SAMUEL LANNOY,JD,,CONSTANTINOPLE (i),CONSTANTINOPLE (i) 29 MAY 1676,"1 Sultan Mehmed IV, deposed 1687.","‘Honoured Sir, I must acknowledge that by promise I am obliged to trouble you with a
letter, but be pleased to be assured the respects I have so justly for you would not have
permitted the losse of any longer time to expresse themselves had there been no such like
engagement. First, Sir, I begg your acceptance of my harty congratulation of your happy
marriage (the which have been advised from England) wishing you all imaginable joy and
prosperity. Secondly, beleiving you are become a natural subject of the King of England
(knowing it was your intentions so to be) I hope that all things desired and designed thereby
may be effected to your full content, and under the protection of so noble a prince may you
see many happy days.

Sir, I call to mind now your most obligeing promise to honour me with your comands if at
any time you thought of trading to this place, in answer to which I doe assure you of all
faithfullnesse and greatest dilligence to manage your affaires (when comanded) for your most
advantage. I must confess the trade of Constantinople, as alsoe all Turky over, is I believe (I
may say almost all the world over) is much deficient from its former life and vigour, but the
hopes wee have to see our marketts much amended (and with good reason) doth much
rejoyce us. This city being the imperiall city and usuall seat of the Emperours did allways,
through the presence of the Court, enjoy a briske and lively trade, which since the raigne of
this present G[rand] Sig[no]r(1) has much decayed, haveing ever since he was crowned much
delighted in pleasures of country and lived continually at Adrianople; but thankes be to God
wee are now in expectation to enjoy him here, he having some time lay encampt not farr
from hence, comanding all his seraglioes in this city to be new furnished and repaired, which
makes us thinke he may continue with us, and it is a thing that all ways hath been observed,
that never any city obtained a greater benefitt through the presence of theire prince, and the
contrary by his absence, than Constantinople, but more particularly to his owne subjects. Sir,
as for goods proper for this markett, are as follows: tin in barrs, leade in piggs, etc; detto
white, detto, redd; Brazeile-wood; ordinary Brazeile sugars; ordinary loafe sugar; pepper and
ginger, but this last and first at present in very low esteeme. Tinn, once the best comodity
England exported, through that vast quantity which hath be sent into all parts of Turky, is
become a drugge, but the consumption of it here is so considerable that it cannot long
remaine so. The rest of the aforesaid comodity have mett with indifferent good marketts, the
price current of which at the foot here of shall advise you. Sir, I have here with presumed to
trouble you with directions for sortments of cloths, intreating if you thinke fitt to try this
markett to keep as neare to the directions as tis possible, for the trade of this place being
cheifly a mony trade and now trusting is forbiden by the Company, customers are forced to
come into our warehouses with their baggs in theire hands, so are very nice and curious in
theire choice of cloths, but am confident if you keep to any of these sortments need not doubt
theire likeing. Sir, my small experience in the affaires of this place as yett will not permitt my
giveing you a more ample account, so for what is wanting shall make bold to referr you to
my master (Mr Wm Hedges) whose knowledge in the affaires of Constantinople I am
confident equalles any man’s, and of whome, if you will please to enquire, I doubt not but
will assist you to the utmost of his power, having not else at present.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,29 MAY 1676,--- Dec. 1676,(i) + (ii) 25 Jun. 1677,,654,,"Tin, LD 26 in 27 per kintall, which equals English 118 pound-weight.
Lead piggs, LD 6 per kintall; detto redd LD 8 per kintall; detto white LD 11 per kintall.
Ordinary Lisbon sugar, LD 18 per kintall.
Ordinary loafe sugar, LD 20 per kintall.
Brazeile wood, LD 19 in 20 per kintall.
Pepper, LD 2/3 per oke, which equals English 2 lb. 11 ounces.
Ginger, LD 1 per 6 okes.’"
m-d_323,323,"SKINNER, BALL & GOSFRIGHT to JD",442,"SKINNER, BALL & GOSFRIGHT",JD,"but with due respect remaine, Sir, att your command.’",LEGHORN,LEGHORN 27 NOVEMBER 1676,1 Missing.,"‘Sir, Wee received two lines from you, being only a covert to your letters for Turky (the 14th
October) which were only forwarded and now wee have received yours of the 20 October,
approveing of our accompt currant except that wee had creditted you $734.19.6 in lieu of
$727.12.3 for proceed of the wyer, which wee find to bee as you say, so that wee shall debt
you for the errour in a new accompt in $7.7.3. Inclosed you have an exact price courant will
enforme you how all commodities governe here,’ which certainely never were so low, nor
our trade worse, lead sould dayly att D.18 1/2 p. mille and yet wee cannot compute any gaine
made theron though very cheape in England. Tinne D.11 1/2, pepper at D.10, about which
prices its judged these commodities may govern and if pepper doe not fall lower wee judge
money is got therby. Such another parcell of wyer as you sent us may also find vent att same
price, all woollen manufactory in very low esteeme, the French outdoing us in cheapnesse
and if gaine farther footing in Sicilly (and wee wish they are not too soone masters of the
whole island) wee shall vent no more of our manufactory in that country. The Richard &
William and Freind for Naples and Madera Merchant for Palermo are this weeke departed and none being imported wee have not to enlarge but with due respect remaine, Sir, att your

command.’",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,27 NOVEMBER 1676,13 Dec. 1676,,,247,,
m-d_324,324,J. BOOR to JD,443,J. BOOR,JD,"Herewith I remain, &c.",STOCKHOLM,STOCKHOLM 30 OCTOBER 1676,,"Your kind letter of the 17th of August has reached me safely, and also that for Matthias Trip
in his absence as he is on a journey to Holland.

I have seen what you report in both the one and the other about what is happening to
commodities. I am grateful. It is much to be feared that iron-wares will achieve no great
miracles this year. Because of the great numbers of your ships which have sailed from here,
with more to follow, I can envisage a serious decline in prices. Since you say that the
consignment of iron from Mr Trip is still lying unsold you can correspond with him about it
in Holland. May God soon give us better times by a good peace settlement for the
commonwealth of Christendom, as I said at length in my last.

The twelve bottles and half-dozen knives have reached me but you have forgotten to add
in your letter how much they cost. Meanwhile I thank you once again for your trouble and
would be happy to serve you in return.

Herewith goes a copy of my last-written letter, together with a note about the shipments. I
hope you received long ago the bills of lading which were sent via Amsterdam from
Gothenburg and by other routes. No fleet has been neglected. God grant that the ships may
arrive safely! I cannot imagine where my letters have been lost. I sent some from here to
Elsinore and I long for your reply.

Much salt has now arrived here with the Dutch ships, so it has fallen from 13 dollars to 11 1/2
and 12 and may well fall lower. Since most of it which was sent on account is now gone it
may well improve in the spring. French wine at 150 to 160 dollars per hogshead will also bea
good commodity in the spring for whoever comes first to market. Iron prices have been
pushed from 25 to 26 dollars per shippound though there is little demand now. Coarse iron is
from 20 to 21 dollars.

Herewith I remain, &c.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1676,30 OCTOBER 1676,25 Dec. 1676,29 Dec. 1676,,350,,"[Enclosed] A note of iron for the year 1676 so far shipped to London with the
following captains:
19 July: with Capt. Joseph Pyle in the ship Zebulon, shipped for London:
Gymmo pan iron 2.500 (pieces); 489.4 1/2 (shippounds);
ditto pan iron 636 (pieces); 123,7 (shippounds);
Broad schampeleon 985 (pieces); 202.9 1/2 (shippounds);
4,121 (pieces); 815.1 (shippounds);
30 August: with Capt. Henry Sutton in the ship The Swan, shipped to London:
Gymmo pan iron 1,423 (pieces); 295.17 (shippounds);
Broad schampeleon 630 (pieces); 129.16 1/2 (shippounds);
2,053 (pieces); 425.13 1/2 (shippounds);
7 September: with Capt. Bartholomew Harley, shipped to London in the ship called
The Nightingale:
Österby ordinary iron 1,985 (pieces); 300.00 (shippounds);
ditto, square 761 (pieces); 100.00 (shippounds);
Gymmo pan iron 112 (pieces); 21, 12 (shippounds);
2.857 (pieces); 421.12 (shippounds);
These copies have been sent several times."
m-d_325,325,W. SKINNER to JD,444,W. SKINNER,JD,"Presentinge my respects, I remaine, Sir, yours at command.’ ",HULL,HULL 22 DECEMBER 1676,"1 A reference to the battle of Lund of 3-4 December, notable for its heavy losses of 5.000 Danes and 3.000
Swedes.","‘Sir, I have yours of the 18th instant. For answer, I have bought 300 piggs of lead in parte of
the parcell I am to buy for the Providence at £10 8s per fodder. The rest I shall also buy on the
most moderate tearmes I can, and with the first open waters shall dispatch it away, and then
you may expect invoice of your 100 piggs.

Your commission for buyinge some Swedish latin wyer I have bene actinge in and find
some quantities here of the marke ‘X“and crowne, which is one of those sortes which you
advise for, and all that is in towne is of that marke. Some of it came in a ship that was stranded
and ’tis wett with saltwater, which I presume doth somewhat damage it as I conceive and soe
shalbe cautious of buyinge that. For the other I have bene in treaty for about 200 ringes but
can have noe lower price set then £6 per cwt., which is above your order. The 4 duty payable
to the exporter beinge but 3s 4d if I can get it within your limitt I shall buy and ship it for
Havre, here beinge a vessell now in loadinge thither. But if I cannot buy under £6 per cwt.,
which I feare I shall not, I shall expect then your further order about it. I finde here is about
400 ringes of wyer in all in towne of the marke 'X' and crowne and noe other, and now noe
more can be expected this winter. A vessell yesterday arrived from Stockholme in his
comeinge through the Sound 8 days since understood the Danish army in Schonen had
suffered a great over-throw and lost 5.000 men,(1) the confirmation whereof you’l have in few dayes. Presentinge my respects, I remaine, Sir, yours at command.’",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,22 DECEMBER 1676,25 Dec. 1676,26 Dec. 1676,,307,,
m-d_326,326,I. CRONSTRÖM to JD,444,I. CRONSTRÖM,JD,"Please give my regards to Madam, your wife. &c.",STOCKHOLM,STOCKHOLM 7 SEPTEMBER 1676,"1 The enclosed account demonstrated that on 645 cwt. of copper-wire, Leonora Marescoe had charged
Cronström for customs, and port charges, £269 15s 8d, while on similar amounts others would charge £217 95.","I find myself honoured with several of your letters of various dates, to which this will serve as
a reply.

Concerning trade, as I see from your letters that it is completely awful in England, and in
view of the present situation and the great risks at sea, I have decided to have all my wire, iron
and steel sold on the market here this year—all the more so as it is selling well at a good price.
If the Lord God grants us peace and times improve I shall see what more can be done.
Meanwhile I have learned (not from you, but from another) that you have decided to
enter into matrimony with Madame Marescoe—from which I wish you much happiness,
God’s blessing and all prosperity. May you enjoy the fruits of that state.

Here enclosed goes a certificate from the Royal College of Commerce concerning the
settlement of the insurance on the previously arrested ships. It is intended to help you obtain
something from the insurers, and if this does not suffice you can also obtain a certificate from
Hamburg through Mons. Guillelmo de la Bistrate, testifying to the value of the goods he
loaded in these ships. He has settled with his insurers there, but it is irritating that one has to
deal with such difficult people who will not believe the truth of what one tells them.

Also accompanying this is a copy of the account from which you will see that you have
reckoned the duty on me much higher than others have,! and as I have no doubt that you will
want us to continue dealing with one another I hope you will do so for the same costs as
others. Please pay over the balance which is due to me to Mr Uppendorff against a receipt, for
which I shall be most grateful. And as Mr Uppendorff has instructions to settle accounts with
Mr Burkin about a consignment of blank farthings sent to him in 1674 and needs advice on
various matters, especially with regard to what has happened at the Mint about these
farthings, please be helpful to him with advice and information, though discreetly, for which I shall be especially grateful and indebted to you. Please give my regards to Madam, your
wife. &c.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1676,7 SEPTEMBER 1676,4 Jan. 1677,,,384,,
m-d_327,327,FREDERICK & GODSCHALL to JD,445,FREDERICK & GODSCHALL,JD,"Wee wish you a healthfull and prosperous new yeare, as beeing, Sir, your humble servants.’",SEVILLE,SEVILLE 22 DECEMBER 1676,1 I.e. 500 silver pesos from the Seville and Mexico mints.,"‘Worthy Sir, The foregoeing is coppy of our last, which confirm. Since have not received any
lines from you the accustomed way you will receave the particulers of your powder sugars(1)
by the Swallow frigate, Captain Thomas Fowler, that ten days since departed Cadiz with
severall merchant shipps under his convoye. God send them all safe home. We have given
your account debitt 6.898 R. pta., which finding right may pleas to note it in the same nature.
These dead times money cometh in so slowly that it is a shame to trust goods. The best
paymasters pay as they pleas, not a piece of goods to bee sould for ready money but to
considerable losse, and the markett glutted with all sorts of goods from the north. The
countrie canot consume them, and before the dispatch of galleones appeareth shall have such a glutt that wee dare not encourage you to send any. Wee wish you a healthfull and prosperous
new yeare, as beeing, Sir, your humble servants.’",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1676,22 DECEMBER 1676,15 Jan. 1677,22 Jan. 1677,,169,,
m-d_328,328,D. VAN BAERLE to JD,445,D. VAN BAERLE,JD,"wherewith I remain, &c. ",STOCKHOLM,STOCKHOLM 9 DECEMBER 1676,"1 Jacob Momma had married Elizabeth Koch, sister of Isaac and Abraham Cronström.","Above is a copy of my last letter. Since then I have had nothing from you, although I have
heard that several others have had letters from you.
This serves mainly to say that I have the opportunity to make a contract with Willem
Momma about getting a quantity of brass manufactured at his works, for 600 slb or more, up
to a total of 1.200 slb per annum, which is as much as his works can produce as long as he is
running them. The works are managed in the name of his brother-in-law,(1) who is regarded
as an honourable man and who holds a privilege from the King that the products
manufactured at the works cannot be seized because of Mommia’s debts but remain at the
disposal of the owners. The conditions of the contract are that one must deliver copper at
Nyköping and three months later one will receive back the same amount of brass-wire,
paying 25 dollars per slb for the cost of manufacture. So far others have had things made on
similar conditions and have been successful, so I am thinking about undertaking it too, even
though it means negotiating with Jacob Reenstierna on the same basis. It will give both me
and my brothers considerable worry to be involved in both works at the same time.

I thought it might be a good idea to suggest to you that you might like to take a half share
in the quantity contracted with Momma’s brother-in-law for one year or longer, if you
thought it advisable. We could then keep it in our hands, for it is a good brand and, according
to the present price of copper, the copper-wire should cost us only about 250 dollars, which
means we ought to be able to have it free on board for 282 or 283 dollars, which should yield a
good pennyworth of profit in view of the advantageous rate of exchange. Please give it
careful consideration and if you should decide to take part I will serve you for a reasonable
commission and the goods belonging to your share will be loaded just as you order. I have not
yet written to my brothers about making this proposal, so you could discuss it with them and convey your decision to me through them, wherewith I remain, &c.","London: 25 dollars per £1 sterling (at 1 months' sight).
Amsterdam: 23 Marks per RD (at 1 months’ sight).
Hamburg: 24 1/4 Marks per RD (at 1 months' sight).",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1676,9 DECEMBER 1676,19 Jan. 1677,26 Jan. 1677,,391,,
m-d_329,329,J. & H. VAN BAERLE to JD,446,J. & H. VAN BAERLE,JD,"remaining, &c. ",AMSTERDAM,AMSTERDAM 26 JANUARY 1677,,"We have received your letters of the 5th and oth instant, and with the latter have got back the
three duplicate bills of exchange in question. Mr Bar has since corrected the mistake in the
endorsement. Your letter to our brother David van Baerle at Stockholm was forwarded at
the earliest opportunity, and trust that he will have the opportunity to get 500 rings of 4-band
wire made, but there will be no copper-wire of other brands such as “Three Crowns’ for the
reasons we told you about.

Since your rate of exchange has fallen to 36s 8—7g it is a very good thing that you do not
remit us any more bills, unless it begins to rise again. We are delighted that the ship Paradise
has at last arrived and that the cargo is unloaded.

Since copper-wire is no longer selling as well as it was and now fetches no more than
£6 5s sterling we must simply be patient and hope that things will improve in the spring. We
cannot grant your request for unrestricted freedom to sell ours since we cannot agree to have
it sold for less than £6 5s sterling. And we have no inclination to accept your proposition to
join in chartering ships to go from [England] to St Ubes and from there with a salt cargo to
Stockholm and back again to London at £7 sterling per last. We are so preoccupied with our
old Swedish problems that we have no desire to acquire any new ones. We also consider that
there will not be much profit in it, believing that quite enough salt will be brought there and
that the freights from there to [London] will be very cheap.

We cannot omit to mention to you that our brother David has learned that Francis
Townley obtained insurance on the John & Edward for a premium of only 4 per cent, while
you gave 7 per cent. That is too great a difference, and we would be glad to know how it came about, remaining, &c.","London 36s 4-5g  (2 usances).
Paris: 99 1/4 (2 usances).
Hamburg: 33 3/8 stuivers per dollar (at sight).
Antwerp: 1 1/2 per cent premium on bills (at sight).",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,26 JANUARY 1677,20 Jan. 1677,26 Jan. 1677,,343,,
m-d_330,330,W. SKINNER to JD,447,W. SKINNER,JD,"I am, Sir, yours at command, W.S.”",HULL,HULL 29 JANUARY 1677,,"‘Sir, I have yours of the 25th instant with the inclosed packett for Gottenburgh which I
intende this day to deliver into Anthony Woodhouse’s owne hands and to recommende to
him the carefull conveyance thereof. I note your order not to exceede the price allready for
Stockholme wyer, at which price I have not bene yet able to buy above 190 ringes and doubt
I shall buy noe more. I am seeking shippinge for, but as yet here is noe vessell loadinge for
Havre or Rowen. I hope though some may.

Your orders for buyinge in of Northerne manufactures I shalbe willinge to receive and can
accomodate you with such as are Leeds affoards as well as other places. My son is at present
there resident for buyinge in goods of that nature and you may transmitt your orders to him
there, or mee here, as you thinke best, but pray give as much time for their provideinge as
you can for at present wee have many buyers ofall sortes of woolen manufactures. The prises
of dosins drest, ordinary, are 3s to 3s 6d a 8d per yeard; fine dosins 4s to 5s 6d per yeard as in
goodness; soe likewise white kersayes differ in price accordinge to their goodness from 26 to
34.a 36s per piece of 22 yeards long. The charges to aboard are common, but to reckon every portion from the country to aboard I have not time at present, the post being on departure. I
am, Sir, yours at command, W.S.”",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1677,29 JANUARY 1677,31 Jan. 1677,8 Feb. 1677,,255,,
