id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	gender_sender	gender_addressee	gender_pair
SB_M_373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	BALL, GOSFRIGHT & CO	JD	"BALL, GOSFRIGHT & CO", "JD"	1677	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PHILIP BOTTE	JD	"PHILIP BOTTE", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_380	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	BUSINESS; AGENT	JEAN BOOR	JD	"JEAN BOOR", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_383	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_387	7.01	0.00	2.34	2.34	0.00	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	4.68	BUSINESS; AGENT	PHILIP BOTTE	JD	"PHILIP BOTTE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_395	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_400	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_403	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER (JUNIOR)	JD	"WILLIAM SKINNER (JUNIOR)", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	VAN WEERT & STOCK	JD	"VAN WEERT & STOCK", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_416	2.34	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	BUSINESS; AGENT	ROBERT WELCH & GEORGE STYLES	JD	"ROBERT WELCH & GEORGE STYLES", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_418	4.68	0.00	0.00	2.34	0.00	0.00	2.34	0.00	0.00	0.00	2.34	2.34	0.00	0.00	0.00	BUSINESS; AGENT	PHILIP BOTTE	JD	"PHILIP BOTTE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WELCH & STYLES	JD	"WELCH & STYLES", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_458	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_466	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	UPTON & BATHURST	CM	"UPTON & BATHURST", "CM"	1668	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_471	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_472	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WELCH & STYLES	JD	"WELCH & STYLES", "JD"	1679	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1680	1680-1685	1680-1689	UNK	1640	UNK	1640-1680	UNK	UNK	TRUE	UNK	MALE	MALE	MALE-MALE
SB_M_48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PIETRO VAN TEYLINGEN & CO	CM	"PIETRO VAN TEYLINGEN & CO", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DEATH, SKINNER & CO	CM	"DEATH, SKINNER & CO", "CM"	1668	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	ROBERT ELLISON	CM	"ROBERT ELLISON", "CM"	1668	1665-1669	1660-1669	1614	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_56	4.68	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.00	4.68	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PIETRO VAN TEYLINGEN & CO	CM	"PIETRO VAN TEYLINGEN & CO", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & DAVID VAN BAERLE	CM	"JEAN & DAVID VAN BAERLE", "CM"	1669	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	ROBERT ELLISON	CM	"ROBERT ELLISON", "CM"	1669	1665-1669	1660-1669	1614	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	DAVID GEYSMER	JD	"DAVID GEYSMER", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	CM	"JOHAN ARNOLDT FONCK", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	CM	"PETER CAULIER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	CM	"PETER CAULIER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_119	3.66	0.00	0.00	0.00	0.00	1.83	1.83	0.00	0.00	0.00	3.66	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER RULAND	CM	"PETER RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_12	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	CM	"EGIDIO RULAND", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1669	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_121	7.32	0.00	0.00	1.83	0.00	0.00	5.49	0.00	0.00	0.00	3.66	3.66	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS MULDENAER	CM	"ANDREAS MULDENAER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_126	5.49	0.00	1.83	0.00	0.00	0.00	1.83	0.00	1.83	0.00	0.00	5.49	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (SR.)	CM	"PAUL BERENBERG (SR.)", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_131	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS MULDENAER	CM	"ANDREAS MULDENAER", "CM"	1670	1670-1674	1670-1679	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_146	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CORNELIS DE HERTOGH	LM & PJ	"CORNELIS DE HERTOGH", "LM & PJ"	1671	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_149	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JEAN D'HOLLANDRE & JEAN DU BERON	LM	"JEAN D'HOLLANDRE & JEAN DU BERON", "LM"	1671	1670-1674	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1668	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	LM & PJ	"ARNOLD RULAND", "LM & PJ"	1671	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_154	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JEAN D'HOLLANDRE & JEAN DU BERON	LM	"JEAN D'HOLLANDRE & JEAN DU BERON", "LM"	1671	1670-1674	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	LM & PJ	"JOHAN ARNOLDT FONCK", "LM & PJ"	1671	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_165	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	PETER RULAND	LM & PJ	"PETER RULAND", "LM & PJ"	1671	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1671	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_171	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM & PJ	"ANDREAS BERENBERG'S WIDOW", "LM & PJ"	1671	1670-1674	1670-1679	1604	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MULT	FEMALE-MULT
SB_M_173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1671	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM & PJ	"ANDREAS BERENBERG'S WIDOW", "LM & PJ"	1671	1670-1674	1670-1679	1604	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MULT	FEMALE-MULT
SB_M_183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1672	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1672	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_189	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JEAN D'HOLLANDRE & JEAN DU BERON	LM	"JEAN D'HOLLANDRE & JEAN DU BERON", "LM"	1672	1670-1674	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CORNELIUS DE HERTOGH'S WIDOW	LM & PJ	"CORNELIUS DE HERTOGH'S WIDOW", "LM & PJ"	1672	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES & JAMES BANCKES	LM	"CHARLES & JAMES BANCKES", "LM"	1672	1670-1674	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JEAN D'HOLLANDRE & JEAN DU BERON	LM & PJ	"JEAN D'HOLLANDRE & JEAN DU BERON", "LM & PJ"	1672	1670-1674	1670-1679	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	LM & PJ	"EGIDIO RULAND", "LM & PJ"	1672	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM & PJ	"ANDREAS BERENBERG'S WIDOW", "LM & PJ"	1672	1670-1674	1670-1679	1604	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MULT	FEMALE-MULT
SB_M_207	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1672	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM & PJ	"ANDREAS BERENBERG'S WIDOW", "LM & PJ"	1672	1670-1674	1670-1679	1604	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MULT	FEMALE-MULT
SB_M_212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM & PJ	"ANDREAS BERENBERG'S WIDOW", "LM & PJ"	1672	1670-1674	1670-1679	1604	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MULT	FEMALE-MULT
SB_M_214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	LM & PJ	"EGIDIO RULAND", "LM & PJ"	1672	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
