NR	SENDER	ADDRESSEE	SENDER-ADDRESSEE_PAIRS	DATE	YEAR	LANGUAGE	GENDER_SENDER	GENDER_ADDRESSEE	GENDER_PAIR	CONNECTION_TYPE	GENERATION_SENDER	GENERATION_ADDRESSEE	SENDER_IS_OLDER	SENDER_OVER_40	ADDRESSEE_OVER_40	AGE_GAP_OVER_20	AGE_GAP	PAGE	LENGTH	TOKEN_ID	REL_TOKEN_POS	QUERY	LEFT	HIT	RIGHT
m-d_109	ABRAHAM MOMMA REENSTIERNA	CHARLES MARESCOE	"ABRAHAM MOMMA REENSTIERNA", "CHARLES MARESCOE"	15 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1633	TRUE	UNK	UNK	FALSE	10	294	439	m-d_109.2_2	0.46	god	We are,	God	be praised, at the 15th of September; the above, of the [2]8th past is a copy of my latest letter to you, to which I refer. Since then I have
m-d_109	ABRAHAM MOMMA REENSTIERNA	CHARLES MARESCOE	"ABRAHAM MOMMA REENSTIERNA", "CHARLES MARESCOE"	15 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1633	TRUE	UNK	UNK	FALSE	10	294	439	m-d_109.324_324	73.8	god	amount to, and I will make good the interest on what you advance. The ship Mars is lying in harbour here and will sail out with the first good wind—may	God	protect him. I have seen what you say about Mr Peter Simons and I am very sorry that it is so. There is little to be done with a procuration
m-d_109	ABRAHAM MOMMA REENSTIERNA	CHARLES MARESCOE	"ABRAHAM MOMMA REENSTIERNA", "CHARLES MARESCOE"	15 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1633	TRUE	UNK	UNK	FALSE	10	294	439	m-d_109.436_436	99.32	god	but it is too late now and I must hope that he, Simons, will take good care to satisfy you. I wish that from my heart and commend you to	God’s	protection,
m-d_111	JACOB MOMMA REENSTIERNA	CHARLES MARESCOE	"JACOB MOMMA REENSTIERNA", "CHARLES MARESCOE"	24 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1625	1633	TRUE	UNK	UNK	FALSE	8	295	438	m-d_111.104_104	23.74	god	together about two days ago. The answer briefly follows. I shall take them one with the other and after looking over the current account let you know my findings by	next—God	willing. I have noted what goods of mine still remain with you unsold and hope they will also quickly find buyers like the rest. It is possible that if shipping-space
m-d_111	JACOB MOMMA REENSTIERNA	CHARLES MARESCOE	"JACOB MOMMA REENSTIERNA", "CHARLES MARESCOE"	24 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1625	1633	TRUE	UNK	UNK	FALSE	8	295	438	m-d_111.173_173	39.5	god	an assortment of thicker wire, but since the departure of Capt. Abraham Richart no opportunity of freighting to [London] has occurred. I was very glad to learn of Richart’s safe	arrival—God	be praised! I have further seen what you say concerning your friend who wants to do business about a consignment of copper, and that he has offered to take 600
m-d_112	JEAN & DAVID VAN BAERLE	CHARLES MARESCOE	"JEAN & DAVID VAN BAERLE", "CHARLES MARESCOE"	15 OCTOBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	MULT	1633	MULT	MULT	UNK	UNK		296	525	m-d_112.364_364	69.33	lord	close the account of W.M[omma]’s copper-wire. We have procured the necessary acceptance of the £935 12s 2d stg which you remitted to us in ten bills of exchange for my	Lord	Jacob Reenstierna’s account and he has been informed of it. You wrote to us about remittances being made against A. Reenstierna’s iron on its arrival or earlier: as against the
m-d_114	TAR COMPANY DIRECTORS	CHARLES MARESCOE	"TAR COMPANY DIRECTORS", "CHARLES MARESCOE"	25 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	MULT	1633	MULT	MULT	UNK	UNK		298	650	m-d_114.42_42	6.46	lord	you. Since then we have received yours of the 27th past and 3rd instant, by which we are delighted to hear of the arrival of Thomas Klerck. We hope the	Lord	will have brought the others in safety. By our last you should have had the bill of lading of Capt. Erick Fix, his cargo being 327 lasts of tar and
m-d_114	TAR COMPANY DIRECTORS	CHARLES MARESCOE	"TAR COMPANY DIRECTORS", "CHARLES MARESCOE"	25 SEPTEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	MULT	1633	MULT	MULT	UNK	UNK		298	650	m-d_114.647_647	99.54	god	guarantee, but that is not money, and we do not see how that can help us, or you, in this business. We must break off here and commend you to	God’s	protection,
m-d_116	JACOB MOMMA REENSTIERNA	CHARLES MARESCOE	"JACOB MOMMA REENSTIERNA", "CHARLES MARESCOE"	8 OCTOBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1625	1633	TRUE	UNK	UNK	FALSE	8	299	357	m-d_116.187_187	52.38	god	for a delivery I must allow him to be supplied by others. I cannot yet be sure whether I can send anything to [England] this year, but as for next	year—God	willing—if you agree with my previous proposal, to supply me with money this winter at 6 per cent interest, you could count on receiving a substantial quantity in the spring
m-d_118	PIETRO VAN TEYLINGEN & CO	CHARLES MARESCOE	"PIETRO VAN TEYLINGEN & CO", "CHARLES MARESCOE"	25 OCTOBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1633	UNK	UNK	UNK	UNK		301	577	m-d_118.158_158	27.38	god	you will see at the foot of this letter} we have also sold the remaining 6 bales of pepper from the same ship, together with 21 from the Pearl which,	God	be praised! arrived here this week with the Frederick. They took in a passenger at Zante who had been taken there from Candia, and as result they have been unable
m-d_119	PETER RULAND	CHARLES MARESCOE	"PETER RULAND", "CHARLES MARESCOE"	12 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		302	324	m-d_119.228_228	70.37	god	in the spring and, besides that, the present freight- rates and the dangers of the sea give one good reason for leaving it alone now. Jan Heere coming from England	is—God	help us—stranded down the Elbe, although the dry goods have been mostly salvaged. Thank God I have nothing in her. Thank you for news of changes—please continue to let me
m-d_119	PETER RULAND	CHARLES MARESCOE	"PETER RULAND", "CHARLES MARESCOE"	12 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		302	324	m-d_119.243_243	75.0	god	sea give one good reason for leaving it alone now. Jan Heere coming from England is—God help us—stranded down the Elbe, although the dry goods have been mostly salvaged. Thank	God	I have nothing in her. Thank you for news of changes—please continue to let me know what is happening in trade for my guidance. Pepper is quiet here at 19
m-d_121	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	13 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		303	564	m-d_121.41_41	7.27	god	all its contents. I am surprised that Capt. Hans Johansen, who is carrying 14 lasts and 11 barrels of pitch for my account, had not yet arrived. I hope to	God	he will have arrived by the time you get this: I long to hear. As regards its sale, please do your best, and if not much is to be got
m-d_121	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	13 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		303	564	m-d_121.311_311	55.14	god	and whether or not you are involved in the Court and whether you can supply me at first hand in return for a yearly commission? If so, we can under	God	do big business with one another and in return you will be promptly sent other goods such as that in the accompanying bill of lading for a case of linen
m-d_121	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	13 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		303	564	m-d_121.426_426	75.53	god	to continue with selling the same. Please also advise us if steel bars are a good commodity and at what price per ton or per pound they are selling. May	God	bring the case of linen in safety, with our regards, &c. [P.S.] Before now I have been sending to [England] iron-bound chests which come from Nürnberg. I do not know
m-d_121	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	13 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		303	564	m-d_121.89_89	15.78	lord	sale, please do your best, and if not much is to be got for it I shall have to be satisfied for it was sold for cash. May our dear	Lord	grant us only good news of it! As for what you say concerning Mr Maricie(1) having told you that he is in negotiation with me about cloth—I can tell you
m-d_121	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	13 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		303	564	m-d_121.134_134	23.76	father	Maricie(1) having told you that he is in negotiation with me about cloth—I can tell you that I have not been much away from home for seven years, but my	father-in-law	has frequently contracted with him for large quantities and I have often sent the same people large amounts of iron from Sweden. We have been dealing with one another for
m-d_122	TAR COMPANY DIRECTORS	CHARLES MARESCOE	"TAR COMPANY DIRECTORS", "CHARLES MARESCOE"	9 OCTOBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	MULT	1633	MULT	MULT	UNK	UNK		304	601	m-d_122.158_158	26.29	lord	to send you all their bills of lading. We are at the moment in negotiation with another to go to [England]: with what success we will tell you later. The	Lord	God be praised for the arrival of Matthys Boriesen and Erick Anderson—may He bring the others in safety! It is good that you have been able to sell all the
m-d_122	TAR COMPANY DIRECTORS	CHARLES MARESCOE	"TAR COMPANY DIRECTORS", "CHARLES MARESCOE"	9 OCTOBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	MULT	1633	MULT	MULT	UNK	UNK		304	601	m-d_122.159_159	26.46	god	send you all their bills of lading. We are at the moment in negotiation with another to go to [England]: with what success we will tell you later. The Lord	God	be praised for the arrival of Matthys Boriesen and Erick Anderson—may He bring the others in safety! It is good that you have been able to sell all the cargoes
m-d_123	PIETRO VAN TEYLINGEN & CO	CHARLES MARESCOE	"PIETRO VAN TEYLINGEN & CO", "CHARLES MARESCOE"	22 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1633	UNK	UNK	UNK	UNK		305	858	m-d_123.119_119	13.87	god	account and found it correct please record your agreement. That commodity remains here still at D.48 because there is plenty in town and the buyers are for the moment well-provided	since—God	be praised—the John & Thomas arrived here yesterday bringing another good quantity. But as the price remains stable in England and apparently little more will be sent we hope it
m-d_123	PIETRO VAN TEYLINGEN & CO	CHARLES MARESCOE	"PIETRO VAN TEYLINGEN & CO", "CHARLES MARESCOE"	22 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1633	UNK	UNK	UNK	UNK		305	858	m-d_123.326_326	38.0	lord	to sell quickly and at the highest price possible and making speedy returns to your friends. We hope to hear by your next that the ship has departed. May the	Lord	protect him from mishap and give him a speedy arrival so that the pepper gets here before the candle-days.(1) Otherwise, the season will be over. Many say that whoever arrives
m-d_124	JACOB MOMMA REENSTIERNA	CHARLES MARESCOE	"JACOB MOMMA REENSTIERNA", "CHARLES MARESCOE"	19 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1625	1633	TRUE	UNK	UNK	FALSE	8	306	456	m-d_124.150_150	32.89	god	you would not do badly to sell all my remaining goods in your hands at the highest possible price so that we can close the account, and in the spring	—God	willing—I can supply you with new goods. As for having more small rods made I shall take note of what you wrote. I have credited you with 7s too little
m-d_125	ROBERT OURSEL	CHARLES MARESCOE	"ROBERT OURSEL", "CHARLES MARESCOE"	13 DECEMBER 1669		FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CORRESPONDENT	1634	1633	FALSE	UNK	UNK	FALSE	1	307	331	m-d_125.146_146	44.11	dieu	requis et m’en faire crediteur. Les changes se tiennent bas j'avois esperé vous remettre ce-jourdhuy le reste de vostre avance mais n’ay peu rencontrer de lettres d’entiere satisfaction, ce sera	Dieu	aydant par le prochain n’estoit qu'il y eust entretemps apparence de rehausse ce que j’observeray comme sy c’estoit pour moy mesme. Au commerce peu de changement. Il y avoit quelque
m-d_126	PAUL BERENBERG (SR.)	CHARLES MARESCOE	"PAUL BERENBERG (SR.)", "CHARLES MARESCOE"	30 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		307	368	m-d_126.79_79	21.47	god	last year I suffered great losses here, as a result of which I have not only lost my capital but have fallen into debt. I had hoped with time and	God’s	blessing to recover myself and have done all that was possible but, as credit has been very scarce in these troubled times and has finally deserted me, it has been
m-d_126	PAUL BERENBERG (SR.)	CHARLES MARESCOE	"PAUL BERENBERG (SR.)", "CHARLES MARESCOE"	30 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		307	368	m-d_126.318_318	86.41	god	anyone or to benefit me by one stuiver, but great losses have forced me to beg for compassion from each and everyone. I shall also call upon the Lord my	God,	that he may richly recompense the interested parties for their loss, and will also do my best to deserve it so that I can satisfy my friends to the best
m-d_126	PAUL BERENBERG (SR.)	CHARLES MARESCOE	"PAUL BERENBERG (SR.)", "CHARLES MARESCOE"	30 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		307	368	m-d_126.354_354	96.2	god	the interested parties for their loss, and will also do my best to deserve it so that I can satisfy my friends to the best of my ability, seeking from	God	his his grace and blessing, to whose protection I commend you, remaining,
m-d_126	PAUL BERENBERG (SR.)	CHARLES MARESCOE	"PAUL BERENBERG (SR.)", "CHARLES MARESCOE"	30 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		307	368	m-d_126.251_251	68.21	lord	furtherance in such circumstances is to your advantage and that of all the creditors, while holding up the business will inflict great prejudice on all the interested parties. If the	Lord	is pleased to bless me again I shall discharge myself to you and all the others so that everyone will be able to see my good character clearly. This business
m-d_126	PAUL BERENBERG (SR.)	CHARLES MARESCOE	"PAUL BERENBERG (SR.)", "CHARLES MARESCOE"	30 NOVEMBER 1669		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		307	368	m-d_126.316_316	85.87	lord	to distress anyone or to benefit me by one stuiver, but great losses have forced me to beg for compassion from each and everyone. I shall also call upon the	Lord	my God, that he may richly recompense the interested parties for their loss, and will also do my best to deserve it so that I can satisfy my friends to
m-d_131	ANDREAS MULDENAER	CHARLES MARESCOE	"ANDREAS MULDENAER", "CHARLES MARESCOE"	14 JANUARY 1670		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1633	UNK	UNK	UNK	UNK		310	544	m-d_131.55_55	10.11	lord	and am surprised to see that you had not received my latest, I have received all your letters and am delighted to learn of Hans Heeren’s safe arrival —the good	Lord	be praised! To your news, that the pitch and the linen are safe in the warehouse awaiting buyers, that you have sold some pitch at £12 per last payable in
m-d_134	JEAN FREYHOFF	CHARLES MARESCOE	"JEAN FREYHOFF", "CHARLES MARESCOE"	(ii) 6 FEBRUARY 1670		FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CORRESPONDENT	UNK	1633	UNK	UNK	UNK	UNK		312	273	m-d_134.164_164	60.07	dieu	n’aye receu aucune lettre de Mons. Cadelan depuis ma derniere. Je suis bien aize que ne soyez intheresse dans la faillette du Sr Thomas Verbecq; je n'y suis pas nonplus,	Dieu	mercy. Voila un miserable temps!—Dieu nous en donne un meilleur, s'il luy plaist. Le plomb a este vendu en Cherante £94t le cent. Il ne reste plus de bon vin
m-d_134	JEAN FREYHOFF	CHARLES MARESCOE	"JEAN FREYHOFF", "CHARLES MARESCOE"	(ii) 6 FEBRUARY 1670		FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CORRESPONDENT	UNK	1633	UNK	UNK	UNK	UNK		312	273	m-d_134.169_169	61.9	dieu	Mons. Cadelan depuis ma derniere. Je suis bien aize que ne soyez intheresse dans la faillette du Sr Thomas Verbecq; je n'y suis pas nonplus, Dieu mercy. Voila un miserable	temps!—Dieu	nous en donne un meilleur, s'il luy plaist. Le plomb a este vendu en Cherante £94t le cent. Il ne reste plus de bon vin de petite borderie a vendre,
m-d_136	JAN VAN SAVELANT	LEONORE MARESCOE	"JAN VAN SAVELANT", "LEONORE MARESCOE"	3 OCTOBER 1670		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1603	1637	TRUE	UNK	UNK	TRUE	34	314	210	m-d_136.98_98	46.67	lord	Amsterdam, wherever the profit for me seems likely to be the greater. I have now received Mr Peter Joye’s letter of 9 September, informing me of Mr Marescoe’s death—may the	Lord	grant him a blessed resurrection and us also when the time comes. Your sorrow touches me to the heart, but we must bear patiently with the will of the Lord,
m-d_136	JAN VAN SAVELANT	LEONORE MARESCOE	"JAN VAN SAVELANT", "LEONORE MARESCOE"	3 OCTOBER 1670		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1603	1637	TRUE	UNK	UNK	TRUE	34	314	210	m-d_136.128_128	60.95	lord	Lord grant him a blessed resurrection and us also when the time comes. Your sorrow touches me to the heart, but we must bear patiently with the will of the	Lord,	against which there is nothing we can do. I have been delighted to learn of the arrival of Capt. Anders Beursen with my Slb. 238.12 of iron—God be praised! I
m-d_136	JAN VAN SAVELANT	LEONORE MARESCOE	"JAN VAN SAVELANT", "LEONORE MARESCOE"	3 OCTOBER 1670		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1603	1637	TRUE	UNK	UNK	TRUE	34	314	210	m-d_136.155_155	73.81	god	will of the Lord, against which there is nothing we can do. I have been delighted to learn of the arrival of Capt. Anders Beursen with my Slb. 238.12 of	iron—God	be praised! I hope it has come to a good market. There are some voyages to Guinea fitting out in [England] so I have no doubt that this consignment of
m-d_136	JAN VAN SAVELANT	LEONORE MARESCOE	"JAN VAN SAVELANT", "LEONORE MARESCOE"	3 OCTOBER 1670		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1603	1637	TRUE	UNK	UNK	TRUE	34	314	210	m-d_136.206_206	98.1	god	[England] so I have no doubt that this consignment of voyage iron will be found useful, particularly as I have had all the defective bars picked out during the weighing.	God	be with
m-d_141	LOUIS TRIP	LEONORE MARESCOE & PETER JOYE	"LOUIS TRIP", "LEONORE MARESCOE & PETER JOYE"	10 APRIL 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	1654	MULT	MULT	UNK	MULT	UNK		316	387	m-d_141.263_263	67.96	god	is some profit to be made I shall send you a quantity. The square iron is marked “B’ and is of much better material than the flat-iron I have sent.	God	protect you, &c. [P.S.] I have just received your letter of the 28th and must say that if you had sent the account I would have been able to make
m-d_144	TAR COMPANY DIRECTORS	LEONORE MARESCOE & PETER JOYE	"TAR COMPANY DIRECTORS", "LEONORE MARESCOE & PETER JOYE"	1 APRIL 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	MULT	MULT	MULT	MULT	MULT	MULT		317	251	m-d_144.158_158	62.95	god	are unable to decide, because our Company is about to undergo a change and until itis settled on a firmer basis we can decide about nothing, but we hope with	God’s	help to be able to let you know shortly what can be done. You think that the late Mr Marescoe’s promise of 14 per cent for commission and 5 per
m-d_144	TAR COMPANY DIRECTORS	LEONORE MARESCOE & PETER JOYE	"TAR COMPANY DIRECTORS", "LEONORE MARESCOE & PETER JOYE"	1 APRIL 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	MULT	MULT	MULT	MULT	MULT	MULT		317	251	m-d_144.248_248	98.8	lord	more in general about the goods which were then still unsold. When you look through his letters you will find it to be so. Wherewith we commend you to the	Lord’s	protection,
m-d_147	LOUIS TRIP	LEONORE MARESCOE & PETER JOYE	"LOUIS TRIP", "LEONORE MARESCOE & PETER JOYE"	15 MAY 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	1654	MULT	MULT	UNK	MULT	UNK		319	292	m-d_147.290_290	99.32	god	the burgomaster of Brill [and receiver of customs?]. When an assignment is sent to me it will be forwarded to you by the next post, meanwhile I commend you to	God’s	
m-d_155	TAR COMPANY DIRECTORS	LEONORE MARESCOE & PETER JOYE	"TAR COMPANY DIRECTORS", "LEONORE MARESCOE & PETER JOYE"	10 JUNE 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	MULT	MULT	MULT	MULT	MULT	MULT		324	288	m-d_155.209_209	72.57	god	are some here who offer to buy them from us and deliver them. We will probably agree to do so in order to close the account quickly, so that next	year—God	willing —we can begin trade afresh. Meanwhile we hope you will continue to maintain a correspondence with us and that you will notify us at once if you desire to
m-d_155	TAR COMPANY DIRECTORS	LEONORE MARESCOE & PETER JOYE	"TAR COMPANY DIRECTORS", "LEONORE MARESCOE & PETER JOYE"	10 JUNE 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	MULT	MULT	MULT	MULT	MULT	MULT		324	288	m-d_155.285_285	98.96	lord	as the contract we made with these friends ends next October. We shall await your answer to this and your conditions for serving us, wherewith we commend you to the	Lord’s	protection,
m-d_158	JEAN & DAVID VAN BAERLE	LEONORE MARESCOE & PETER JOYE	"JEAN & DAVID VAN BAERLE", "LEONORE MARESCOE & PETER JOYE"	18 JULY 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; AGENT	MULT	MULT	MULT	MULT	MULT	MULT		326	369	m-d_158.269_269	72.9	lord	to us some time ago, that he was disinclined to send goods to London because of the poor prices and the length of time it took to recover debts; and	Lord	Reenstierna no longer sends any goods at our disposal to other places, in order (we believe) to save the commission-charges. And because of the hostility between this country and France
m-d_158	JEAN & DAVID VAN BAERLE	LEONORE MARESCOE & PETER JOYE	"JEAN & DAVID VAN BAERLE", "LEONORE MARESCOE & PETER JOYE"	18 JULY 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; AGENT	MULT	MULT	MULT	MULT	MULT	MULT		326	369	m-d_158.320_320	86.72	lord	And because of the hostility between this country and France he is sending much of his output to Hamburg where there is better business than here. We understand that the	Lord	Cronström was here for only a few days before returning; Mr Louis Wolters is still here but is returning to Hamburg shortly, and it is believed that Mr Libert Wolters
m-d_159	JAN VAN SAVELANT	LEONORE MARESCOE & PETER JOYE	"JAN VAN SAVELANT", "LEONORE MARESCOE & PETER JOYE"	10 JUNE 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	1603	MULT	MULT	UNK	MULT	UNK		327	244	m-d_159.242_242	99.18	almighty	anything can be done with voyage iron before their departure. I have debited you with the £10 received from Marck Laurens, wherewith I commend you to the protection of the	Almighty,	
m-d_164	STEVEN DE GEER	LEONORE MARESCOE & PETER JOYE	"STEVEN DE GEER", "LEONORE MARESCOE & PETER JOYE"	22 SEPTEMBER 1671		DUTCH & FRENCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	1629	MULT	MULT	UNK	MULT	UNK		329	349	m-d_164.303_303	86.82	saint	et toute vos famille dans vos maison neuve parachevee, qu’il plaise a l’eternell (auquel vous en avez sans doute fait la dedicace) Deuderorome Cha. —(1) vous y combler de ses	saintes	benedictions tant spirituele que temporele et qu’insi vous puissiez en partant de cele si entrer en celuy qui nous a prepare de toute esternite, c’est la le veu, &c. I
m-d_165	PETER RULAND	LEONORE MARESCOE & PETER JOYE	"PETER RULAND", "LEONORE MARESCOE & PETER JOYE"	12 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; CLIENT	UNK	MULT	MULT	UNK	MULT	UNK		330	445	m-d_165.414_414	93.03	god	is a two-fold price for campeachy wood: please explain what that means. I have made a note of the way in which your bills of exchange will be signed. May	God	grant that something will turn up which will produce some profit, so that we can have something satisfactory to exchange bills about! Meanwhile may you remain in God’s keeping,
m-d_165	PETER RULAND	LEONORE MARESCOE & PETER JOYE	"PETER RULAND", "LEONORE MARESCOE & PETER JOYE"	12 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; CLIENT	UNK	MULT	MULT	UNK	MULT	UNK		330	445	m-d_165.442_442	99.33	god	signed. May God grant that something will turn up which will produce some profit, so that we can have something satisfactory to exchange bills about! Meanwhile may you remain in	God’s	keeping,
m-d_166	PAUL BERENBERG (JR.)	LEONORE MARESCOE & PETER JOYE	"PAUL BERENBERG (JR.)", "LEONORE MARESCOE & PETER JOYE"	19 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; CLIENT	1628	MULT	MULT	UNK	MULT	UNK		331	586	m-d_166.522_522	89.08	god	you have divided it between two ships. As for indigo and campeachy wood, you had better leave them alone. I must break off in haste, and cordially commend you to	God’s	protection, &c. [P.S.] If you can get choice white ginger for 72s, or for 75s at the most, please buy me about 3.000 lb. and send them here as soon
m-d_166	PAUL BERENBERG (JR.)	LEONORE MARESCOE & PETER JOYE	"PAUL BERENBERG (JR.)", "LEONORE MARESCOE & PETER JOYE"	19 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; CLIENT	1628	MULT	MULT	UNK	MULT	UNK		331	586	m-d_166.585_585	99.83	dieu	can. I shall remit you the money and make good your outlay. As the East [India] Company has had its sale I think the exchange will fall considerably. Wherewith again,	adieu.	
m-d_168	JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN	LEONORE MARESCOE & PETER JOYE	"JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN", "LEONORE MARESCOE & PETER JOYE"	9 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	MULT	MULT	MULT	MULT	MULT	MULT		332	230	m-d_168.226_226	98.26	god	best to obtain the money, if it is possible to cash it, and handle it to your best advantage. Meanwhile we shall expect to hear what is passing in trade.	God	preserve you,
m-d_169	WILLEM MOMMA	LEONORE MARESCOE & PETER JOYE	"WILLEM MOMMA", "LEONORE MARESCOE & PETER JOYE"	10 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; PRINCIPAL	1601	MULT	MULT	UNK	MULT	UNK		333	456	m-d_169.282_282	61.84	god	the largest to the smallest, made according to your design, and if I hear that they are in demand I shall work on them diligently throughout the winter so that,	God	willing, I can provide you with a lot more in the spring. It may well be that Messrs Luce & Van Bommel] are expecting a large amount of copper- wire,
m-d_170	PIETRO VAN TEYLINGEN & CO	LEONORE MARESCOE & PETER JOYE	"PIETRO VAN TEYLINGEN & CO", "LEONORE MARESCOE & PETER JOYE"	25 SEPTEMBER 1671		DUTCH	MALE	MULT	"MALE", "MULT"	BUSINESS; AGENT	UNK	MULT	MULT	UNK	MULT	UNK		334	440	m-d_170.288_288	65.45	god	cost about [R. pta.] 26. According to letters the harvest this year has turned out to be about 23 millions smaller than last year but the goods are completely perfect.	God	be praised for the safe arrival in [London] of the George & Thomas. We are glad that you have found the shenaca! which we sent with it to your satisfaction.
