Filename,File number,Page left,Page top,Page right,Page bottom,Line id,Line,Confidence,Average,Standard deviation,Line left,Line top,Line right,Line bottom
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_30,"simply ‘to sundry’—which is nota style that ought to be used. And, above all, these 870 coils","[96, 85, 83, 96, 95, 95, 96, 96, 96, 96, 95, 96, 96, 96, 95, 95, 96]",94.29,3.92,111,1334,1334,1369
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_31,are over 10 centner short of their weight—which you will please have checked and then give,"[96, 96, 90, 90, 96, 96, 93, 91, 96, 95, 96, 96, 96, 97, 96, 96]",94.75,2.35,110,1374,1334,1409
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_32,me some pertinent explanation.,"[96, 96, 96, 96]",96.0,0.0,111,1415,549,1449
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_33,"I have now also received the account of the 360 coils of wire sold in Rouen, and in that it is","[80, 80, 94, 96, 96, 96, 96, 97, 96, 96, 96, 96, 96, 95, 95, 96, 96, 96, 89, 89, 93]",93.52,4.99,148,1453,1334,1484
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_34,"stated that you have to make good £7,728t 7s 11d for the proceeds and that you have made","[96, 96, 96, 96, 96, 96, 92, 40, 96, 95, 95, 96, 95, 96, 96, 96, 96, 96]",92.5,13.14,109,1493,1334,1529
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_35,"good to me alone £7,575¢ tos 6d. How that comes about you will know best, and about the","[96, 96, 0, 0, 90, 46, 95, 95, 95, 95, 96, 96, 96, 96, 96, 96, 96, 96]",82.0,32.03,109,1533,1334,1569
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_36,compensation for the damage on the ship Samson (where there is also 7 centner short on the,"[96, 97, 97, 96, 96, 96, 97, 96, 96, 96, 96, 96, 91, 91, 95, 95, 96]",95.47,1.77,109,1573,1333,1608
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_37,weight of the kettles) there is nothing mentioned—which is all taking too long.,"[96, 96, 96, 95, 95, 96, 93, 88, 96, 96, 96, 94, 94]",94.69,2.25,109,1612,1207,1650
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_38,"lintend to do nothing about Townley’s claim, for it is an unjustifiable claim, as all upright","[37, 96, 96, 96, 93, 92, 96, 96, 81, 81, 96, 96, 96, 91, 91, 94]",89.25,14.79,146,1653,1332,1690
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_39,"and impartial persons can judge. It is the same with the insurance on the Caritas, on which the","[96, 96, 96, 96, 96, 96, 95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",95.89,0.32,107,1691,1332,1727
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_40,"insurers will hand over no more than the premium, while the insurers in Holland in a similar","[96, 96, 96, 96, 96, 95, 95, 96, 96, 96, 96, 96, 96, 96, 87, 87, 93]",94.65,2.98,108,1732,1332,1767
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_41,case raised no questions.,"[95, 96, 96, 96]",95.75,0.5,107,1771,442,1808
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_42,"The reason why you have had the RD 2,000 bill of exchange returned is—you say—","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 93, 92, 89]",95.07,2.09,143,1812,1332,1850
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_43,"because you have little or nothing for me on account, alleging further that there is a bad debt","[96, 95, 95, 95, 94, 96, 96, 96, 96, 96, 96, 96, 95, 95, 94, 94, 95, 95]",95.28,0.75,107,1851,1331,1890
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_44,owing by someone called Harrison for goods sold in the time of your partnership with Mr,"[96, 96, 85, 96, 96, 96, 96, 96, 94, 96, 96, 96, 96, 96, 96, 96]",95.19,2.76,106,1892,1332,1931
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_45,Joye. But I find that that item was made good to me over four years ago in my current,"[96, 91, 91, 96, 96, 96, 96, 96, 95, 96, 96, 97, 96, 96, 96, 96, 96, 96, 95]",95.42,1.61,100,1933,1331,1971
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_46,account and as no mention of it was ever made it does not convince me. It is no wonder that,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 75, 75, 96, 96]",93.85,6.45,105,1973,1332,2003
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_47,you have nothing for me if you handle things in such a manner!,"[96, 96, 96, 97, 96, 96, 96, 96, 96, 96, 96, 96, 96]",96.08,0.28,106,2013,999,2050
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_48,I quite understand that it is not permitted to export earth! on pain of death—one cannot,"[94, 96, 96, 96, 96, 96, 96, 95, 96, 96, 95, 96, 96, 93, 91, 96]",95.25,1.44,143,2055,1332,2092
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_49,afford to run such a risk. It is abundant in our area around Aachen and also in the Liége,"[96, 96, 96, 96, 96, 86, 95, 95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 93, 86]",94.63,3.13,104,2094,1332,2133
IMG_2022_07_05_15_28_30R.jpg,425,0,0,1540,2541,line_1_50,country and in France but the war prevents us from being able to get any here.,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 96]",95.88,0.34,103,2136,1201,2174
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_2,229,[96],96.0,0.0,82,1374,127,1397
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_3,"372 The Marescoe-David Letters, 1668—1680","[96, 93, 90, 92, 89]",92.0,2.74,192,162,1041,191
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_4,F ... 9 Mar.,"[49, 49, 78, 93]",67.25,21.95,1162,236,1357,261
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_5,1) + (1 16,"[73, 73, 74, 85]",76.25,5.85,1160,255,1385,276
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_6,(i) + @) 2 Apr. ~,"[83, 66, 43, 95, 95, 0]",63.67,36.94,1151,252,1404,301
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_7,"J. FREDERICK, R. GODSCHALL & J. DUNCAN to LM","[96, 93, 92, 92, 93, 96, 96, 96, 95]",94.33,1.8,183,314,916,339
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_8,SEVILLE (i) 11 DECEMBER 1674,"[96, 83, 80, 95, 96]",90.0,7.84,185,346,1411,378
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_9,"‘Madam, Wee have not rescavd any fresh lines from you since our last of 2nd October, since","[28, 96, 96, 93, 91, 96, 96, 96, 95, 96, 96, 96, 96, 96, 96, 96, 97]",91.53,16.43,184,422,1411,455
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_10,"which from time to time as have wrote the worshipful John Lethicullier, Sheriff, have desired","[96, 94, 94, 96, 94, 94, 96, 96, 93, 92, 93, 41, 94, 96, 96]",91.0,13.9,183,460,1411,494
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_11,him to imparte to you what hath offered in your concernes and this poast have sent you the,"[96, 92, 92, 96, 96, 96, 96, 96, 96, 93, 93, 96, 93, 93, 96, 96, 96, 96]",94.89,1.64,181,499,1412,537
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_12,usuall way under said covert the particulers of the powder sugars sent for your account in the,"[91, 96, 96, 95, 96, 93, 92, 95, 95, 96, 96, 95, 96, 96, 96, 96, 96]",95.06,1.56,181,538,1412,575
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_13,"Providence according to your order, beeinge 17,400 R. pta. which may please to note","[96, 96, 95, 95, 93, 92, 93, 92, 92, 96, 95, 96, 95, 95]",94.36,1.6,179,577,1412,615
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_14,accordingly. Said vessell arrived at Cadiz the [?]roth past! and will not gett soe quick a,"[95, 93, 77, 92, 96, 96, 93, 39, 96, 96, 96, 96, 96, 92, 96, 96]",90.31,14.48,178,615,1412,655
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_15,"dispatch from Cadiz as expected, the Contraband office puttinge such hinderance by new","[96, 95, 96, 96, 96, 96, 96, 90, 81, 96, 96, 96, 96]",94.31,4.33,177,656,1412,695
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_16,wilds contrary to our articles to gett money and though wee nationally complaine to our,"[96, 96, 96, 94, 94, 96, 94, 88, 96, 96, 96, 96, 92, 96, 96]",94.8,2.24,177,695,1413,734
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_17,Embassador wee find noe redress. In a small chest of ex’lent haspiada cucheneele grape p. the,"[92, 96, 96, 94, 95, 91, 91, 94, 95, 93, 91, 92, 22, 93, 91, 96]",88.88,17.93,176,733,1413,774
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_18,Morninge Starr you are + parte interist beeinge consignd Mr Andrew Duncan that will give,"[92, 96, 96, 96, 89, 93, 92, 92, 92, 96, 96, 96, 90, 96, 96]",93.87,2.53,174,773,1414,814
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_19,"you coppy of the invoyce which cost 733 ducats p. arroba. Your parte doth amount to 2,846","[93, 93, 96, 93, 92, 95, 95, 92, 92, 88, 88, 96, 96, 96, 96, 96, 0]",88.06,22.84,174,812,1414,852
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_20,R. pta. which please to note in the same nature. Wee find at present all strangers hands soe full,"[74, 89, 96, 96, 93, 93, 95, 95, 94, 94, 96, 96, 94, 94, 93, 96, 96, 93, 95]",93.26,4.98,173,852,1413,890
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_21,of English goods and sell soe cheap that wee dare not accept of the rates and to trust good,"[95, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",95.89,0.32,171,891,1414,933
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_22,menn with halfe money and the other at trust to pay 12 p. cent interist at the returne of,"[92, 93, 93, 95, 96, 96, 96, 95, 95, 96, 96, 93, 93, 93, 93, 97, 93, 91, 96]",94.32,1.73,171,931,1419,967
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_23,Galleons wee have not liberty to doe itt soe must waite and see if ready money sailes will offer,"[89, 96, 94, 96, 96, 95, 91, 96, 76, 96, 94, 94, 95, 62, 62, 93, 91, 95, 95]",89.79,10.81,171,970,1414,1009
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_24,though at less profitt. In case your markett gave any encouragement to have some of your,"[96, 96, 93, 92, 96, 96, 93, 92, 97, 96, 96, 96, 96, 96, 96, 96]",95.19,1.64,170,1009,1415,1050
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_25,"goods trucked for grayne or indicoe itt may help them the better and sooner off, soe may","[96, 96, 93, 93, 93, 92, 96, 95, 95, 96, 96, 97, 96, 96, 96, 95, 96]",95.12,1.45,168,1049,1414,1089
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_26,please as occacon offers to lett us know your pleasure in the case. Per the Providence and,"[96, 93, 92, 93, 96, 94, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",95.29,1.36,168,1089,1414,1125
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_27,"Jerusalem bayes have been sould aboard at 18 ducats per piece, 2 months payment and small","[93, 93, 97, 96, 96, 96, 96, 93, 92, 97, 96, 95, 95, 96, 97, 96]",95.25,1.61,162,1128,1414,1166
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_28,goods pro rato. God send us better times and keep you in health and prosperity are the desires,"[96, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96, 94, 94, 96, 96, 95, 96, 96]",95.61,0.7,168,1168,1415,1207
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_29,"of, &c.’","[93, 77]",85.0,11.31,166,1212,265,1242
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_30,1 The date may be ‘29th’. ef,"[89, 93, 96, 96, 96, 47, 0]",73.86,37.06,198,1270,1109,1298
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_31,(ii) 19 FEBRUARY 1675,"[92, 77, 96, 96]",90.25,9.03,1085,1291,1412,1324
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_32,"‘Madam, The foregoeing is coppy of our last which confirm. Since have not received any","[93, 93, 75, 93, 93, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",93.8,5.37,166,1367,1414,1406
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_33,"lines from you, the usuall way this day do send you the particulers of the powder sugars sent","[96, 96, 96, 93, 91, 96, 96, 96, 96, 96, 96, 93, 93, 96, 96, 96, 96, 96]",95.22,1.56,165,1408,1414,1446
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_34,"per the Bristoll frigate, being 8,742 R. pra. for which your account hath debitt and hope before","[96, 93, 91, 96, 96, 93, 93, 82, 96, 96, 96, 96, 93, 92, 96, 96, 96]",93.94,3.54,165,1447,1414,1487
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_35,"these some time will bee safe in your hands, and debited your account 8,700 R. pta. by Sir","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 97, 96, 93, 92, 87, 96, 96]",95.17,2.36,165,1487,1414,1525
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_36,John Lethieullier’s order for the cost and charges of 10 ducats more sent per the Providence for,"[93, 86, 95, 95, 96, 94, 94, 95, 95, 75, 93, 96, 96, 96, 96, 96, 97]",93.41,5.35,158,1527,1414,1566
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_37,Aleppo for your account haveing formerly charged you with but 20 ducats and the charges,"[96, 96, 95, 93, 96, 96, 96, 96, 96, 96, 93, 91, 96, 96, 96]",95.2,1.57,163,1567,1414,1606
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_38,"which should have been three thousand, and will now sett that affaire to rights so pleas note it","[96, 96, 96, 94, 96, 96, 96, 96, 96, 96, 93, 90, 96, 96, 95, 95, 96, 96]",95.28,1.56,162,1607,1414,1644
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_39,there in the same nature. Wee now send Mr A. Duncan the account sale of the 21 packs bayes,"[95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 94, 96, 96, 96, 93, 93]",95.53,1.02,162,1648,1414,1685
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_40,"per the Katharin, your $ parte becing —15,076. With the 8 barrills of tinn p. the New Affrican","[96, 93, 91, 93, 31, 93, 86, 87, 96, 96, 93, 85, 92, 80, 84, 95, 93, 88]",87.33,14.8,161,1688,1413,1729
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_41,"your 4 —R. pta. 1,8534 is past to the creditt of your account which may pleas finding right to","[96, 66, 84, 86, 38, 83, 93, 94, 93, 89, 96, 96, 96, 96, 96, 96, 96, 95, 95]",88.63,14.37,160,1728,1414,1769
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_42,note accordingly. Wee cannot cleere the sales of any others so against the next poast shall if,"[96, 96, 96, 90, 84, 96, 95, 95, 95, 94, 96, 96, 96, 93, 93, 95, 96]",94.24,3.09,160,1768,1420,1808
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_43,possible send your account current that you may the cleerer see how your affaires rest in our,"[93, 95, 93, 93, 96, 96, 96, 96, 93, 92, 91, 96, 96, 96, 96, 95, 95]",94.59,1.7,160,1808,1414,1849
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_44,"hands. Your goods now com, wee say bayes per the Vyner and Aleppin are comeing up","[96, 96, 97, 96, 96, 96, 93, 93, 96, 93, 93, 92, 92, 96, 90, 96]",94.44,2.1,159,1849,1414,1889
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_45,"hither, though our f [actor?] at Cadiz used all meanes possible could not find any buyer for","[96, 96, 92, 92, 92, 97, 96, 93, 93, 90, 96, 96, 96, 96, 96, 96, 96]",94.65,2.12,159,1890,1414,1930
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_46,them such dead times wee have and all the strangers wee have on the place hath theire hands,"[96, 96, 96, 96, 96, 96, 96, 94, 97, 96, 96, 97, 96, 96, 96, 93, 91, 97]",95.61,1.5,160,1930,1414,1966
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_47,"full as well as our nation of woollen goods, which have brought the prices soe loe. What the","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 93, 88, 96, 97]",95.44,2.01,160,1970,1414,2007
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_48,"dispatch of flotta for the New Spaine may produce time must tell us, though wee feare few","[96, 93, 91, 96, 96, 93, 92, 97, 96, 96, 96, 96, 96, 96, 93, 92, 96]",94.76,1.92,159,2011,1413,2051
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_49,will engage deep in English goods by them. The 14th current Galleons departed Cadiz. God,"[95, 96, 95, 95, 96, 96, 96, 96, 97, 94, 93, 93, 96, 96, 96]",95.33,1.18,160,2051,1413,2091
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_50,send them well out and home that this comerce may bee revived and goods beare a better,"[96, 96, 96, 96, 96, 96, 96, 92, 92, 96, 96, 96, 96, 93, 92, 96, 96]",95.12,1.65,159,2092,1414,2128
IMG_2022_07_05_15_14_59L.jpg,372,0,0,1537,2531,line_1_51,"price, which is all at present offers from, Madam, your most humble servants, &c.’","[96, 96, 90, 90, 95, 96, 94, 96, 96, 96, 96, 95, 93, 86]",93.93,3.12,160,2133,1317,2173
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_1,41,[76],76.0,0.0,98,274,126,297
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_2,42,[96],96.0,0.0,92,879,122,902
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_3,Markets and Merchants of the Late Seventeenth Century 249,"[96, 96, 96, 96, 96, 96, 95, 96, 95]",95.78,0.44,434,160,1413,196
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_4,[unendorsed],[74],74.0,0.0,1264,232,1410,264
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_5,J. B. LEYONBERGH to CM,"[93, 91, 92, 96, 96]",93.6,2.3,166,280,552,304
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_6,LONDON 21 OCTOBER 1668,"[96, 95, 95, 96]",95.5,0.58,169,315,1409,339
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_7,"‘Honored friend, I did really believe that I should have had an answer from the King about","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 96, 96, 95, 96, 96, 96]",95.88,0.33,169,391,1411,427
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_8,our ships. But as I had been at least three hours waiting for an opportunity to speak with His,"[95, 95, 95, 95, 96, 96, 95, 96, 96, 96, 96, 96, 96, 95, 96, 96, 96, 95, 95]",95.58,0.51,167,431,1411,470
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_9,Majesty he was pleased himself to come out of his cabinett and to tell me that [he] was in great,"[96, 95, 95, 96, 60, 60, 96, 94, 94, 93, 90, 96, 96, 96, 96, 94, 94, 95, 95, 96]",91.35,10.82,169,472,1411,511
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_10,"haste, and would be taken up all forenoon in a business of importance. So I must forbear till","[96, 96, 96, 96, 96, 96, 95, 96, 92, 92, 96, 96, 96, 96, 95, 96, 96, 95]",95.39,1.29,168,511,1410,549
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_11,"this night or tomorrow. I have some appearance of a good success, therefore lett us have","[94, 94, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 95, 96]",95.62,0.72,168,551,1411,592
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_12,patience rather then to bring us self inconveniencies by too much importunity.,"[93, 96, 96, 96, 96, 96, 93, 92, 96, 96, 92, 92]",94.5,1.88,168,593,1262,632
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_13,You may rest assured that I am watchful in it and that I will hope to give you a good,"[96, 96, 96, 96, 95, 94, 94, 93, 96, 96, 94, 94, 94, 95, 96, 96, 96, 96, 96, 96]",95.25,1.02,205,633,1409,672
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_14,account.,[96],96.0,0.0,166,688,279,704
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_15,[P.S.] Nous scaurons quelque chose d’importance aujourdhuy ou demain.’,"[90, 93, 92, 96, 93, 85, 92, 96, 87]",91.56,3.71,168,733,1195,773
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_16,[unendorsed],[76],76.0,0.0,1261,834,1407,867
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_17,J. B. LEYONBERGH to CM,"[92, 86, 92, 95, 95]",92.0,3.67,161,886,546,910
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_18,"COVENT GARDEN PIAZZA, LONDON [undated]","[96, 96, 96, 96, 55]",87.8,18.34,164,913,1405,949
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_19,"‘Je viendray demain sur la bourse pour vous parler touchant le Memorial, ct si vous voulez","[93, 92, 96, 96, 92, 96, 96, 96, 93, 93, 96, 95, 74, 96, 96, 96]",93.5,5.44,164,994,1407,1033
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_20,"avoir pret l’autre concernant les vaissaux Hollandois vous m’obligeray, car le Roy va partir.","[96, 92, 78, 96, 93, 91, 93, 93, 89, 96, 96, 96, 95, 95]",92.79,4.79,163,1034,1406,1074
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_21,"L’ Attorney General estoit present quand ma Memoire fut lue, et fut commande de s’informer","[90, 96, 93, 93, 96, 95, 93, 90, 93, 93, 96, 95, 95, 80, 54]",90.13,10.77,165,1074,1407,1113
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_22,"de I’affaire. Il en parla au attornois de la Ville, qui presse pour avoir le Memoriall. C'est","[93, 27, 71, 95, 95, 92, 92, 96, 93, 95, 95, 95, 96, 96, 93, 85, 36]",85.0,21.09,163,1114,1407,1152
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_23,"pourquoy qu’il me faut tirer cet order de Conseil, le quy je feray aujourdhuy ou demain au","[92, 90, 96, 93, 93, 96, 96, 96, 92, 93, 93, 93, 91, 91, 96, 95, 95]",93.59,2.03,163,1154,1407,1193
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_24,"matin. Mr Robinson, le Gouverneur de la Tour, m’en a parle aujourdhuy et a voulu soutenir","[96, 96, 96, 96, 95, 96, 96, 93, 91, 95, 93, 92, 95, 93, 92, 93]",94.25,1.77,163,1195,1408,1231
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_25,"que c’estoit vous qui m’avez instigue pour cela, disant que l’affaire a este debattu devant le","[93, 70, 96, 93, 71, 92, 96, 93, 91, 93, 49, 96, 93, 93, 96, 96]",88.19,13.24,162,1236,1408,1274
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_26,"King’s Bench. J’ay soutenu que ce n’estoit pas vous, mais que Sa Majeste de Suede m’ayoit","[94, 93, 83, 93, 96, 93, 90, 96, 96, 96, 96, 93, 93, 96, 93, 29]",89.38,16.43,164,1276,1409,1314
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_27,envoyé un Memorial dresse par le sujets de Suede par lequell ils se plaignent que Mons.,"[92, 96, 12, 92, 96, 92, 92, 96, 96, 93, 88, 96, 93, 93, 96, 96]",88.69,20.58,162,1316,1408,1353
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_28,Marescoe mettre plus de frais en ses comptes depuis 12 mois qu'il n’ay fait les annees,"[92, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 41, 86, 96, 93, 91]",91.19,13.67,164,1356,1409,1392
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_29,"auparavant, et que le Roy, mon maistre, m’a donne en charge particuliere de m’en plaindre","[91, 89, 96, 96, 96, 93, 92, 83, 96, 95, 93, 92, 92, 89, 91]",92.27,3.53,161,1397,1410,1433
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_30,"devant le Roy. Il m’a repondu la dessus que ce n’eut pas ete necessaire, et que j’eusse mieux fait","[93, 93, 96, 77, 77, 91, 96, 95, 96, 93, 82, 96, 89, 89, 87, 90, 12, 38, 96]",83.47,21.89,161,1437,1410,1473
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_31,"si je m’eusse adresse a luy ou a Lord Mayor, et encore dis je que Mons. Marescoe m’en a pric","[82, 82, 33, 94, 91, 89, 67, 67, 96, 96, 96, 96, 96, 96, 96, 93, 92, 90, 96, 61]",85.45,16.51,161,1478,1410,1514
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_32,"d’en parler premierement au Lord Mayor, je n’ay pas pu faire, par ce que les ordres de mon","[90, 93, 33, 96, 96, 95, 93, 90, 96, 96, 96, 96, 96, 97, 93, 93, 96, 96]",91.17,14.67,161,1518,1409,1554
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_33,Maistre estoit pour en parler au Roy. Il me dit la dessus que si je vouloir luy en parler en ces,"[93, 93, 96, 96, 96, 96, 96, 87, 96, 93, 93, 96, 96, 89, 89, 93, 91, 96, 96, 96, 96]",93.95,2.84,162,1559,1410,1595
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_34,jours il m’en donneroit toutte la satisfaction et que l’affaire pouvoit bien etre vuidee entre,"[96, 93, 91, 75, 91, 95, 96, 96, 93, 49, 92, 96, 93, 90, 96]",89.47,12.36,155,1599,1410,1635
IMG_2022_07_05_12_11_20R.jpg,249,0,0,1572,2565,line_1_35,"nous deux. Mais je vois bien que l’affaire n’est pas si franche comme on croit, et qu’en voudra","[96, 96, 94, 93, 93, 96, 93, 71, 86, 96, 93, 93, 72, 92, 92, 93, 84, 92]",90.28,7.52,161,1638,1409,1676
